pmid,disease_name,pathway_name,disease_id,pathway_id,category,reference_title,reference_journal,matched_recon3d_pathway,match_method,match_score
14616060,Congenital lactase deficiency,Galactose metabolism,H00116,hsa00052,Inherited metabolic disorder,Genetics of lactase persistence and lactose intolerance.,Annu Rev Genet 37:197-219 (2003),Galactose metabolism,kegg_id_crossref,1.0
17027096,Primary hyperoxaluria,Glyoxylate and dicarboxylate metabolism,H00117,hsa00630,Inherited metabolic disorder,Primary hyperoxaluria type 1: AGT mistargeting highlights the fundamental differences between the peroxisomal and mitochondrial protein import pathways.,Biochim Biophys Acta 1763:1776-84 (2006),ROS detoxification,kegg_id_crossref,1.0
11518794,Primary hyperoxaluria,Glyoxylate and dicarboxylate metabolism,H00117,hsa00630,Inherited metabolic disorder,The primary hyperoxalurias.,J Am Soc Nephrol 12:1986-93 (2001),ROS detoxification,kegg_id_crossref,1.0
9243228,Primary hyperoxaluria,Glyoxylate and dicarboxylate metabolism,H00117,hsa00630,Inherited metabolic disorder,Primary hyperoxaluria type 2.,Eur J Pediatr 156:509-12 (1997),ROS detoxification,kegg_id_crossref,1.0
2039493,Primary hyperoxaluria,Glyoxylate and dicarboxylate metabolism,H00117,hsa00630,Inherited metabolic disorder,Primary hyperoxaluria type I due to a point mutation of T to C in the coding region of the serine:pyruvate aminotransferase gene.,Biochem Biophys Res Commun 176:1093-9 (1991),ROS detoxification,kegg_id_crossref,1.0
10484776,Primary hyperoxaluria,Glyoxylate and dicarboxylate metabolism,H00117,hsa00630,Inherited metabolic disorder,The gene encoding hydroxypyruvate reductase (GRHPR) is mutated in patients with primary hyperoxaluria type II.,Hum Mol Genet 8:2063-9 (1999),ROS detoxification,kegg_id_crossref,1.0
27561601,Primary hyperoxaluria,Glyoxylate and dicarboxylate metabolism,H00117,hsa00630,Inherited metabolic disorder,HOGA1 Gene Mutations of Primary Hyperoxaluria Type 3 in Tunisian Patients.,J Clin Lab Anal 31:e22053 (2017),ROS detoxification,kegg_id_crossref,1.0
18367479,Multiple exostoses,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00122,hsa00534(N01582),Inherited metabolic disorder,Heparan sulphate biosynthesis and disease.,J Biochem 144:7-14 (2008),Chondroitin synthesis,kegg_id_crossref,1.0
10679937,Multiple exostoses,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,H00122,hsa00534(N01582),Inherited metabolic disorder,Molecular basis of multiple exostoses: mutations in the EXT1 and EXT2 genes.,Hum Mutat 15:220-7 (2000),Chondroitin synthesis,kegg_id_crossref,1.0
18708002,Fabry disease,Sphingolipid metabolism,H00125,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
18940466,Fabry disease,Sphingolipid metabolism,H00125,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Fabry's disease.,Lancet 372:1427-35 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
16854371,Fabry disease,Sphingolipid metabolism,H00125,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Sphingolipid metabolism diseases.,Biochim Biophys Acta 1758:2057-79 (2006),Sphingolipid metabolism,kegg_id_crossref,0.714
12633142,Fabry disease,Sphingolipid metabolism,H00125,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Insights into the diagnosis and treatment of lysosomal storage diseases.,Arch Neurol 60:322-8 (2003),Sphingolipid metabolism,kegg_id_crossref,0.714
19318041,Fabry disease,Sphingolipid metabolism,H00125,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Fabry disease.,Pharmacol Ther 122:65-77 (2009),Sphingolipid metabolism,kegg_id_crossref,0.714
17279083,Fabry disease,Sphingolipid metabolism,H00125,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Neurological manifestations in Fabry's disease.,Nat Clin Pract Neurol 3:95-106 (2007),Sphingolipid metabolism,kegg_id_crossref,0.714
18708002,Gaucher disease,Sphingolipid metabolism,H00126,hsa00600(N00640+N00642),"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
17644022,Gaucher disease,Sphingolipid metabolism,H00126,hsa00600(N00640+N00642),"Inherited metabolic disorder, Lysosomal disease",Gaucher disease.,Curr Opin Chem Biol 11:412-8 (2007),Sphingolipid metabolism,kegg_id_crossref,0.714
15464415,Gaucher disease,Sphingolipid metabolism,H00126,hsa00600(N00640+N00642),"Inherited metabolic disorder, Lysosomal disease","Gaucher disease: complexity in a ""simple"" disorder.",Mol Genet Metab 83:6-15 (2004),Sphingolipid metabolism,kegg_id_crossref,0.714
12633142,Gaucher disease,Sphingolipid metabolism,H00126,hsa00600(N00640+N00642),"Inherited metabolic disorder, Lysosomal disease",Insights into the diagnosis and treatment of lysosomal storage diseases.,Arch Neurol 60:322-8 (2003),Sphingolipid metabolism,kegg_id_crossref,0.714
23400823,Gaucher disease,Sphingolipid metabolism,H00126,hsa00600(N00640+N00642),"Inherited metabolic disorder, Lysosomal disease",Velaglucerase alfa enzyme replacement therapy compared with imiglucerase in patients with Gaucher disease.,Am J Hematol 88:179-84 (2013),Sphingolipid metabolism,kegg_id_crossref,0.714
15813845,Gaucher disease,Sphingolipid metabolism,H00126,hsa00600(N00640+N00642),"Inherited metabolic disorder, Lysosomal disease",Gaucher disease: pathological mechanisms and modern management.,Br J Haematol 129:178-88 (2005),Sphingolipid metabolism,kegg_id_crossref,0.714
2060627,Gaucher disease,Sphingolipid metabolism,H00126,hsa00600(N00640+N00642),"Inherited metabolic disorder, Lysosomal disease",Mutation in the sphingolipid activator protein 2 in a patient with a variant of Gaucher disease.,FEBS Lett 284:57-9 (1991),Sphingolipid metabolism,kegg_id_crossref,0.714
18708002,Metachromatic leukodystrophy,Sphingolipid metabolism,H00127,hsa00600(N00647),"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
18465098,Metachromatic leukodystrophy,Sphingolipid metabolism,H00127,hsa00600(N00647),"Inherited metabolic disorder, Lysosomal disease",The role and metabolism of sulfatide in the nervous system.,Mol Neurobiol 37:93-103 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
16854371,Metachromatic leukodystrophy,Sphingolipid metabolism,H00127,hsa00600(N00647),"Inherited metabolic disorder, Lysosomal disease",Sphingolipid metabolism diseases.,Biochim Biophys Acta 1758:2057-79 (2006),Sphingolipid metabolism,kegg_id_crossref,0.714
17347913,Metachromatic leukodystrophy,Sphingolipid metabolism,H00127,hsa00600(N00647),"Inherited metabolic disorder, Lysosomal disease","Enzyme, cell and gene-based therapies for metachromatic leukodystrophy.",J Inherit Metab Dis 30:175-83 (2007),Sphingolipid metabolism,kegg_id_crossref,0.714
1670590,Metachromatic leukodystrophy,Sphingolipid metabolism,H00127,hsa00600(N00647),"Inherited metabolic disorder, Lysosomal disease",Molecular basis of different forms of metachromatic leukodystrophy.,N Engl J Med 324:18-22 (1991),Sphingolipid metabolism,kegg_id_crossref,0.714
19267410,Metachromatic leukodystrophy,Sphingolipid metabolism,H00127,hsa00600(N00647),"Inherited metabolic disorder, Lysosomal disease",Prosaposin deficiency and saposin B deficiency (activator-deficient metachromatic leukodystrophy): report on two patients detected by analysis of urinary sphingolipids and carrying novel PSAP gene mutations.,Am J Med Genet A 149A:613-21 (2009),Sphingolipid metabolism,kegg_id_crossref,0.714
15561802,X-linked ichthyosis,Steroid hormone biosynthesis,H00134,hsa00140,Congenital malformation,"Steroid sulfatase: molecular biology, regulation, and inhibition.",Endocr Rev 26:171-202 (2005),Steroid metabolism,kegg_id_crossref,1.0
9252398,X-linked ichthyosis,Steroid hormone biosynthesis,H00134,hsa00140,Congenital malformation,Characterization of point mutations in patients with X-linked ichthyosis. Effects on the structure and function of the steroid sulfatase protein.,J Biol Chem 272:20756-63 (1997),Steroid metabolism,kegg_id_crossref,1.0
18413370,X-linked ichthyosis,Steroid hormone biosynthesis,H00134,hsa00140,Congenital malformation,"X-linked ichthyosis (steroid sulfatase deficiency) is associated with increased risk of attention deficit hyperactivity disorder, autism and social communication deficits.",J Med Genet 45:519-24 (2008),Steroid metabolism,kegg_id_crossref,1.0
18708002,Krabbe disease,Sphingolipid metabolism,H00135,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
16854371,Krabbe disease,Sphingolipid metabolism,H00135,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Sphingolipid metabolism diseases.,Biochim Biophys Acta 1758:2057-79 (2006),Sphingolipid metabolism,kegg_id_crossref,0.714
10833326,Krabbe disease,Sphingolipid metabolism,H00135,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Krabbe disease: genetic aspects and progress toward therapy.,Mol Genet Metab 70:1-9 (2000),Sphingolipid metabolism,kegg_id_crossref,0.714
8297359,Krabbe disease,Sphingolipid metabolism,H00135,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",Krabbe disease: isolation and characterization of a full-length cDNA for human galactocerebrosidase.,Biochem Biophys Res Commun 198:485-91 (1994),Sphingolipid metabolism,kegg_id_crossref,0.714
15773042,Krabbe disease,Sphingolipid metabolism,H00135,hsa00600(N00644),"Inherited metabolic disorder, Lysosomal disease",A mutation in the saposin A coding region of the prosaposin gene in an infant presenting as Krabbe disease: first report of saposin A deficiency in humans.,Mol Genet Metab 84:160-6 (2005),Sphingolipid metabolism,kegg_id_crossref,0.714
18782459,Niemann-Pick disease type C,Cholesterol metabolism,H00136,hsa04979,"Inherited metabolic disorder, Lysosomal disease",The pathogenesis of Niemann-Pick type C disease: a role for autophagy?,Expert Rev Mol Med 10:e26 (2008),Cholesterol metabolism,name_exact,1.0
16797010,Niemann-Pick disease type C,Cholesterol metabolism,H00136,hsa04979,"Inherited metabolic disorder, Lysosomal disease","Lipid imbalance in the neurological disorder, Niemann-Pick C disease.",FEBS Lett 580:5518-24 (2006),Cholesterol metabolism,name_exact,1.0
15207834,Niemann-Pick disease type C,Cholesterol metabolism,H00136,hsa04979,"Inherited metabolic disorder, Lysosomal disease",Cellular pathology of Niemann-Pick type C disease.,Semin Cell Dev Biol 15:445-54 (2004),Cholesterol metabolism,name_exact,1.0
15465424,Niemann-Pick disease type C,Cholesterol metabolism,H00136,hsa04979,"Inherited metabolic disorder, Lysosomal disease",Lipid and cholesterol trafficking in NPC.,Biochim Biophys Acta 1685:28-37 (2004),Cholesterol metabolism,name_exact,1.0
15465426,Niemann-Pick disease type C,Cholesterol metabolism,H00136,hsa04979,"Inherited metabolic disorder, Lysosomal disease",Consequences of NPC1 and NPC2 loss of function in mammalian neurons.,Biochim Biophys Acta 1685:48-62 (2004),Cholesterol metabolism,name_exact,1.0
17689147,Niemann-Pick disease type C,Cholesterol metabolism,H00136,hsa04979,"Inherited metabolic disorder, Lysosomal disease",Miglustat for treatment of Niemann-Pick C disease: a randomised controlled study.,Lancet Neurol 6:765-72 (2007),Cholesterol metabolism,name_exact,1.0
18567738,Niemann-Pick disease type A/B,Sphingolipid metabolism,H00137,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",The unexpected role of acid sphingomyelinase in cell death and the pathophysiology of common diseases.,FASEB J 22:3419-31 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
18708002,Niemann-Pick disease type A/B,Sphingolipid metabolism,H00137,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
17632693,Niemann-Pick disease type A/B,Sphingolipid metabolism,H00137,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",The pathogenesis and treatment of acid sphingomyelinase-deficient Niemann-Pick disease.,J Inherit Metab Dis 30:654-63 (2007),Sphingolipid metabolism,kegg_id_crossref,0.714
10760463,Niemann-Pick disease type A/B,Sphingolipid metabolism,H00137,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",Interactions between metabolism and intracellular distribution of cholesterol and sphingomyelin.,Biochim Biophys Acta 1484:129-41 (2000),Sphingolipid metabolism,kegg_id_crossref,0.714
19944693,Niemann-Pick disease type A/B,Sphingolipid metabolism,H00137,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease","Acid sphingomyelinase, cell membranes and human disease: lessons from Niemann-Pick disease.",FEBS Lett 584:1895-900 (2010),Sphingolipid metabolism,kegg_id_crossref,0.714
18708002,Farber lipogranulomatosis,Sphingolipid metabolism,H00138,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
17064658,Farber lipogranulomatosis,Sphingolipid metabolism,H00138,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",Acid ceramidase and human disease.,Biochim Biophys Acta 1758:2133-8 (2006),Sphingolipid metabolism,kegg_id_crossref,0.714
12633142,Farber lipogranulomatosis,Sphingolipid metabolism,H00138,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",Insights into the diagnosis and treatment of lysosomal storage diseases.,Arch Neurol 60:322-8 (2003),Sphingolipid metabolism,kegg_id_crossref,0.714
11241842,Farber lipogranulomatosis,Sphingolipid metabolism,H00138,hsa00600(N00649),"Inherited metabolic disorder, Lysosomal disease",Molecular analysis of acid ceramidase deficiency in patients with Farber disease.,Hum Mutat 17:199-209 (2001),Sphingolipid metabolism,kegg_id_crossref,0.714
18708002,Sialidosis,Sphingolipid metabolism,H00142,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Current strategies in the management of lysosomal storage diseases.,Semin Pediatr Neurol 15:119-26 (2008),Sphingolipid metabolism,kegg_id_crossref,0.714
14517945,Sialidosis,Sphingolipid metabolism,H00142,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Molecular pathology of NEU1 gene in sialidosis.,Hum Mutat 22:343-52 (2003),Sphingolipid metabolism,kegg_id_crossref,0.714
8985184,Sialidosis,Sphingolipid metabolism,H00142,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Characterization of human lysosomal neuraminidase defines the molecular basis of the metabolic storage disorder sialidosis.,Genes Dev 10:3156-69 (1996),Sphingolipid metabolism,kegg_id_crossref,0.714
16712870,Sialidosis,Sphingolipid metabolism,H00142,hsa00600,"Inherited metabolic disorder, Lysosomal disease",First report of two Taiwanese siblings with sialidosis type I: a 10-year follow-up study.,J Neurol Sci 247:65-9 (2006),Sphingolipid metabolism,kegg_id_crossref,0.714
19568825,Sialidosis,Sphingolipid metabolism,H00142,hsa00600,"Inherited metabolic disorder, Lysosomal disease",Type II sialidosis: review of the clinical spectrum and identification of a new splicing defect with chitotriosidase assessment in two patients.,J Neurol 256:1911-5 (2009),Sphingolipid metabolism,kegg_id_crossref,0.714
10863944,Sialuria,Amino sugar and nucleotide sugar metabolism,H00147,hsa00520,"Inherited metabolic disorder, Lysosomal disease",Lysosomal transport disorders.,J Inherit Metab Dis 23:278-92 (2000),Nucleotide sugar metabolism,kegg_id_crossref,1.0
15172001,Sialuria,Amino sugar and nucleotide sugar metabolism,H00147,hsa00520,"Inherited metabolic disorder, Lysosomal disease","Clinical, biochemical, and molecular diagnosis of a free sialic acid storage disease patient of moderate severity.",Mol Genet Metab 82:137-43 (2004),Nucleotide sugar metabolism,kegg_id_crossref,1.0
